"accession","reference_length","covered_bases","reads_aligned","mean_coverage","RPKMF","sequence_name","taxid","kingdom","phylum","class","order","family","genus","species","subspecies","strain","sample_ID","total_filtered_reads_in_sample"
"NC_024771.1",151601,272,172,0.1433599,0.0444764,"Equid herpesvirus 3 strain AR/2007/C3A, complete genome",80341,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Equid alphaherpesvirus 3","unclassified Equid alphaherpesvirus 3 subspecies/strain","unclassified Equid alphaherpesvirus 3 strain","QCMD3_Q3",25509167
"U31790.1",7184,589,4,0.0847313,0.0218272,"Human papillomavirus type 50, complete genome",40539,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Gammapapillomavirus","Gammapapillomavirus 3","Human papillomavirus type 50","Human papillomavirus type 50","QCMD3_Q3",25509167
"U48704.1",4726,1531,70,2.4147727,0.580641,"Adeno-associated virus 3 nonstructural protein and capsid protein genes, complete cds, and complete genome",46350,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","Adeno-associated virus - 3","Adeno-associated virus - 3","QCMD3_Q3",25509167
"U63479.1",12247,1550,11,0.13350417,0.0352101,"Bovine viral diarrhea virus 1-CP7 polyprotein gene, complete cds",268305,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 1-CP7","Bovine viral diarrhea virus 1-CP7","QCMD3_Q3",25509167
"V01201.1",5779,436,69,2.2654114,0.468058,"Simian sarcoma virus proviral sequence with genes coding for envelope protein (env) and polymerase (pol)",11970,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Woolly monkey sarcoma virus","unclassified Woolly monkey sarcoma virus subspecies/strain","unclassified Woolly monkey sarcoma virus strain","QCMD3_Q3",25509167
"X03711.1",2473,275,6,0.33921653,0.095111,"Hardy-Zuckermann 4 feline sarcoma virus (H24-FeSV) kit oncogene",11777,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Hardy-Zuckerman feline sarcoma virus","Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)","Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)","QCMD3_Q3",25509167
"X05817.1",7265,150,1,0.02108222,0.00539595,"Bovine papillomavirus type 4 (BPV-4) genome",10562,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Xipapillomavirus","Xipapillomavirus 1","Bos taurus papillomavirus 4","Bos taurus papillomavirus 4","QCMD3_Q3",25509167
"X13063.1",5641,2013,51,1.3658714,0.35442,"Turnip yellows virus (BWYV-FL1) genomic RNA",131083,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Turnip yellows virus","unclassified Turnip yellows virus subspecies/strain","unclassified Turnip yellows virus strain","QCMD3_Q3",25509167
"X70828.1",7348,408,62,1.2920256,0.33077,"Human papillomavirus type 63 complete genome",28311,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Mupapillomavirus","Mupapillomavirus 2","Human papillomavirus type 63","Human papillomavirus type 63","QCMD3_Q3",25509167
"X76931.1",5669,278,2,0.050371446,0.0138302,"Cucurbit aphid-borne yellows virus genomic RNA",91753,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Cucurbit aphid-borne yellows virus","unclassified Cucurbit aphid-borne yellows virus subspecies/strain","unclassified Cucurbit aphid-borne yellows virus strain","QCMD3_Q3",25509167
"X83110.1",5722,649,7,0.18395549,0.0479572,"Beet mild yellowing virus genomic RNA",156690,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Beet mild yellowing virus","unclassified Beet mild yellowing virus subspecies/strain","unclassified Beet mild yellowing virus strain","QCMD3_Q3",25509167
"MW722956.1",43739,163,123,0.26653513,0.11024,"Duck adenovirus 2 isolate GD, complete genome",1520006,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Duck aviadenovirus B","Duck adenovirus 2","Duck adenovirus 2","QCMD3_Q3",25509167
"JX134046.1",2915,135,1,0.048824593,0.0134482,"TTV-like mini virus isolate TTMV_LY3, complete genome",93678,"Viruses","unclassified Viruses phylum","unclassified Viruses class","unclassified Viruses order","Anelloviridae","Betatorquevirus","TTV-like mini virus","unclassified TTV-like mini virus subspecies/strain","unclassified TTV-like mini virus strain","QCMD3_Q3",25509167
"AB220944.1",9652,149,1,0.01568091,0.0040615,"Human immunodeficiency virus 1 proviral DNA, complete genome, isolate:93TH051",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AB253421.1",9643,183,0,0.015379754,0,"Human immunodeficiency virus 1 proviral DNA, complete genome, clone: p92RW008A04",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AB286854.1",9682,494,12,0.22482166,0.048587,"Human immunodeficiency virus 1 proviral DNA, complete genome, clone: p0303GH195AG/06_48",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF005494.1",8968,331,9,0.15638466,0.0393415,"HIV-1 isolate 93br020 from Brazil complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF077336.1",8903,164,3,0.21124186,0.0132096,"HIV-1 isolate VI850 from Democratic Republic of the Congo, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF179368.1",8935,327,1,0.033807628,0.00438742,"HIV-1 strain GR17 from Greece complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF190127.1",9056,300,3,0.046148665,0.0129864,"HIV-1 isolate VI991 from Belgium Gag polyprotein (gag), Pol polyprotein (pol), Vif (vif), Vpr (vpr), truncated Tat (tat), Rev (rev), truncated Vpu (vpu), envelope glycoprotein precursor (env), and Nef (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF377957.1",8896,124,0,0.06837411,0,"HIV-1 isolate CM53392 from Cameroon gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF385935.1",9762,1244,200,3.019559,0.803147,"HIV-1 isolate URTR35 from Uruguay, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF450097.1",8983,784,104,4.0783424,0.453853,"HIV-1 isolate X623 from Spain, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF457072.1",8790,613,4,0.09409722,0.0178392,"HIV-1 isolate 99KE_KSM4001 from Kenya, partial genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF457101.1",8784,1003,116,1.8829048,0.51769,"HIV-1 isolate 90CD121E12 from Democratic Republic of the Congo gag protein (gag) and pol protein (pol) genes, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds; and long terminal repeat, partial sequence",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF460972.1",8916,359,5,0.082021445,0.0219838,"HIV-1 isolate 96CM-1849 from Cameroon, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF460974.1",8854,204,2,0.036649816,0.00885511,"HIV-1 isolate 96CM-4164 from Cameroon, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AF492623.1",8819,124,1,0.014303842,0.00444513,"HIV-1 isolate 96CM-4496 from Cameroon, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AY173951.1",8996,4111,5243,84.22428,22.8473,"HIV-1 isolate BK132 from Thailand, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AY253311.1",8775,247,1,0.028637681,0.00446742,"HIV-1 isolate 01TZA280 from Tanzania truncated gag protein (gag) gene, partial cds; nonfunctional pol protein (pol) gene, partial sequence; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AY371149.1",8409,419,8,0.2553578,0.0372949,"HIV-1 isolate 01CM.0186ND from Cameroon gag protein (gag) and pol protein (pol) genes, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AY371150.1",8414,128,0,0.021660212,0,"HIV-1 isolate 01CM.4041HAN from Cameroon gag protein (gag) and pol protein (pol) genes, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AY371157.1",8379,232,0,0.119334064,0,"HIV-1 isolate 01CM.4412HAL from Cameroon gag protein (gag) and pol protein (pol) genes, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AY371158.1",8349,583,5,0.10708623,0.0234768,"HIV-1 isolate 02CM.0016BBY from Cameroon gag protein (gag) and pol protein (pol) genes, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AY423387.1",9359,4513,8472,136.86296,35.4863,"HIV-1 isolate 671-00T36 from Netherlands, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AY455778.1",8767,2022,7704,129.73657,34.4484,"HIV-1 isolate 99UFRJ-1 from Brazil, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AY588970.1",8693,561,5,0.45815286,0.0225478,"HIV-1 isolate CU38 from Cuba, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"DQ085872.1",8902,3330,4047,64.353745,17.8217,"HIV-1 isolate BREPM12313 from Brazil, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"DQ354113.1",8796,941,861,14.882489,3.83726,"HIV-1 isolate M043 subtype CRF01_AE/B from Thailand gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"DQ358811.1",8875,1769,4164,69.778564,18.3927,"HIV-1 isolate 02BR033 from Brazil, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"EF158040.1",8775,127,0,0.014724637,0,"HIV-1 isolate 05AF094 from Afghanistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"EU581827.1",8795,226,0,0.019664546,0,"HIV-1 isolate BO02.BOL119 from Bolivia gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
"AX149771.1",9078,600,64,1.3344535,0.276372,"Sequence 125 from Patent WO0136614",12721,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus","unclassified Human immunodeficiency virus subspecies/strain","unclassified Human immunodeficiency virus strain","QCMD3_Q3",25509167
"EU735535.1",9057,1766,872,14.87695,3.77429,"HIV-1 isolate 04BRRJ179 from Brazil, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD3_Q3",25509167
