accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
NC_009334.1	172764	1988	21	0.017831694	0.0258408	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2	B1	4703928
NC_012783.2	226205	174	0	0.0063701314	0	Cercopithecine herpesvirus 5 strain 2715, complete genome	50292	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine betaherpesvirus 5	unclassified Cercopithecine betaherpesvirus 5 subspecies/strain	unclassified Cercopithecine betaherpesvirus 5 strain	B1	4703928
NC_014567.1	156742	377	0	0.009355523	0	Saimiriine herpesvirus 1, complete genome	10353	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Saimiriine alphaherpesvirus 1	unclassified Saimiriine alphaherpesvirus 1 subspecies/strain	unclassified Saimiriine alphaherpesvirus 1 strain	B1	4703928
NC_016447.1	219474	187	3	0.04147289	0.00290588	Aotine herpesvirus 1 strain S34E, complete genome	50290	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Aotine betaherpesvirus 1	unclassified Aotine betaherpesvirus 1 subspecies/strain	unclassified Aotine betaherpesvirus 1 strain	B1	4703928
NC_016448.1	196691	206	0	0.0039126696	0	Saimiriine herpesvirus 4 strain SqSHV, complete genome	1535247	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Saimiriine betaherpesvirus 4	unclassified Saimiriine betaherpesvirus 4 subspecies/strain	unclassified Saimiriine betaherpesvirus 4 strain	B1	4703928
NC_023677.1	153158	242	1	0.009130241	0.00138803	Chimpanzee alpha-1 herpesvirus strain 105640, complete genome	332937	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Panine alphaherpesvirus 3	Chimpanzee herpesvirus strain 105640	Chimpanzee herpesvirus strain 105640	B1	4703928
NC_024771.1	151601	247	120	0.10209903	0.168275	Equid herpesvirus 3 strain AR/2007/C3A, complete genome	80341	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 3	unclassified Equid alphaherpesvirus 3 subspecies/strain	unclassified Equid alphaherpesvirus 3 strain	B1	4703928
V01201.1	5779	209	6	0.35263813	0.220718	Simian sarcoma virus proviral sequence with genes coding for envelope protein (env) and polymerase (pol)	11970	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Woolly monkey sarcoma virus	unclassified Woolly monkey sarcoma virus subspecies/strain	unclassified Woolly monkey sarcoma virus strain	B1	4703928
X03711.1	2473	238	17	1.136892	1.46138	Hardy-Zuckermann 4 feline sarcoma virus (H24-FeSV) kit oncogene	11777	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Hardy-Zuckerman feline sarcoma virus	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	B1	4703928
X86560.1	7431	1345	16	0.31932425	0.457733	Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA	82659	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapporo virus-Manchester	Sapporo virus-Manchester	B1	4703928
Z46390.1	7841	202	2	0.03900663	0.0542248	Avian leukosis virus HPRS103 (subgroup J) complete proviral sequence	363020	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Avian leukosis virus	Avian leukosis virus HPRS103	Avian leukosis virus HPRS103	B1	4703928
DQ473489.1	7223	1002	44	0.9908101	1.29501	Rhinovirus B70, complete genome	185926	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	rhinovirus B70	rhinovirus B70	B1	4703928
MF588782.1	4152	229	2	0.07496252	0.102403	Gammapapillomavirus 22 isolate iGamma22_m090c255 E7 (E7), E1 (E1), E2 (E2), and E4 (E4) genes, complete cds	1961679	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 22	unclassified Gammapapillomavirus 22 subspecies/strain	unclassified Gammapapillomavirus 22 strain	B1	4703928
D00835.1	11443	606	19	0.37182325	0.352982	Human immunodeficiency virus 2 proviral DNA, complete genome	11709	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	unclassified Human immunodeficiency virus 2 subspecies/strain	unclassified Human immunodeficiency virus 2 strain	B1	4703928
GQ329670.1	145289	230	0	0.02204783	0	Pseudocowpox virus strain VR634, complete genome	129726	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Parapoxvirus	Pseudocowpox virus	unclassified Pseudocowpox virus subspecies/strain	unclassified Pseudocowpox virus strain	B1	4703928
LT907991.1	12681	211	4	0.045566995	0.0670573	Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite	11099	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 1	Bovine viral diarrhea virus 1	B1	4703928
MF351889.1	32399	205	0	0.22434804	0	Morelia viridis nidovirus strain S14-1323_MVNV, complete genome	2016400	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Pregotovirus heba	Morelia viridis nidovirus	Morelia viridis nidovirus	B1	4703928
EU326526.1	15462	438	3	0.028605016	0.0412472	Human parainfluenza virus 3 strain ZHYMgz01, complete genome	11216	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 3	unclassified Human respirovirus 3 subspecies/strain	unclassified Human respirovirus 3 strain	B1	4703928
KY628968.1	157447	119	0	0.019968595	0	Macacine alphaherpesvirus 1 isolate 8100812, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	B1	4703928
KY628970.1	157321	154	0	0.002971286	0	Macacine alphaherpesvirus 1 isolate KQ, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	B1	4703928
MT862163.1	131245	294	6	0.099584274	0.00971869	Bovine alphaherpesvirus 2 strain C1Z FZR	10295	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Bovine alphaherpesvirus 2	unclassified Bovine alphaherpesvirus 2 subspecies/strain	unclassified Bovine alphaherpesvirus 2 strain	B1	4703928
LS480640.1	155503	479	0	0.04622376	0	Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I	10310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	unclassified Human alphaherpesvirus 2 subspecies/strain	unclassified Human alphaherpesvirus 2 strain	B1	4703928
MF678601.1	144144	232	0	0.010660167	0	Beluga whale alphaherpesvirus 1 strain LN3131-1	1434720	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Monodontid alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	B1	4703928
MG989243.1	134617	410	6	0.028467951	0.00947525	Caprine alphaherpesvirus 1 strain JSHA1405	39944	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Caprine alphaherpesvirus 1	unclassified Caprine alphaherpesvirus 1 subspecies/strain	unclassified Caprine alphaherpesvirus 1 strain	B1	4703928
NC_001781.1	15225	1830	13	0.14839138	0.123191	Human orthopneumovirus Subgroup B, complete genome	11250	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Pneumoviridae	Orthopneumovirus	Human orthopneumovirus	unclassified Human orthopneumovirus subspecies/strain	unclassified Human orthopneumovirus strain	B9	6931151
AM749299.1	33763	1923	14	0.061018057	0.0598249	Human adenovirus type 31 complete genome, serotype 31	10529	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 31	Human adenovirus 31	B9	6931151
AC_000017.1	36001	533	7	0.035312824	0.0280529	Human adenovirus type 1, complete genome	10533	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 1	Human adenovirus 1	B9	6931151
AC_000007.1	35937	1896	66	0.28295192	0.26497	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	B9	6931151
AC_000008.1	35938	316	8	0.037414774	0.0321167	Human adenovirus 5, complete genome	28285	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 5	Human adenovirus 5	B9	6931151
FJ349096.1	35758	804	10	0.045972817	0.0403479	Human adenovirus 6 strain Tonsil 99 prototype, complete genome	10534	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 6	Human adenovirus 6	B9	6931151
NC_026438.1	10878	587	4	0.054716628	0.0530525	influenza A H1N1 all segments	641809	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/California/07/2009(H1N1))	Influenza A virus (A/California/07/2009(H1N1))	B9	6931151
AB017613.1	3818	716	183	45.332607	6.91528	Torque teno virus 16 DNA, complete genome, isolate: TUS01	687355	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 16	unclassified Torque teno virus 16 subspecies/strain	unclassified Torque teno virus 16 strain	B9	6931151
AB038621.1	3676	2203	2087	102.10607	81.9109	Torque teno virus 29 ORF2, ORF1, ORF3 genes, complete cds, isolate: TTVyon-KC009	687368	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 29	unclassified Torque teno virus 29 subspecies/strain	unclassified Torque teno virus 29 strain	B9	6931151
AB060597.1	3246	1783	67455	1957.9535	2998.2	Torque teno virus 24 ORF4, ORF3, ORF2, ORF1 genes, complete cds, clone: SAa-01	687363	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 24	unclassified Torque teno virus 24 subspecies/strain	unclassified Torque teno virus 24 strain	B9	6931151
AB064595.1	3729	879	4548	182.77983	175.964	Torque teno virus 27 DNA, complete genome, isolate: CT23F	687366	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 27	unclassified Torque teno virus 27 subspecies/strain	unclassified Torque teno virus 27 strain	B9	6931151
AB111966.1	9060	136	1	0.015263748	0.0159245	Bovine viral diarrhea virus 190cp gene for poryprotein, partai cds, strain: 190cp	233888	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 190cp	Bovine viral diarrhea virus 190cp	B9	6931151
AB362840.1	7246	2891	288	5.9613867	5.73441	Orthohepevirus A genomic RNA, complete genome, isolate: 114d/A549	1678143	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Paslahepevirus	Paslahepevirus balayani	unclassified Paslahepevirus balayani subspecies/strain	unclassified Paslahepevirus balayani strain	B9	6931151
AC090446.27	170275	209	4	0.006630419	0.00338925	Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces	153301	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Papiine betaherpesvirus 3	Baboon cytomegalovirus OCOM4-37	Baboon cytomegalovirus OCOM4-37	B9	6931151
AF033808.1	9392	180	19	0.27905214	0.29187	Rous sarcoma virus, complete genome	11886	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Rous sarcoma virus	unclassified Rous sarcoma virus subspecies/strain	unclassified Rous sarcoma virus strain	B9	6931151
AF033812.1	5894	112	4	0.07799443	0.0979139	Abelson murine leukemia virus, complete genome	11788	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Abelson murine leukemia virus	unclassified Abelson murine leukemia virus subspecies/strain	unclassified Abelson murine leukemia virus strain	B9	6931151
AF033814.1	3811	521	9	0.36765912	0.34072	Murine osteosarcoma virus, complete genome	11830	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine osteosarcoma virus	unclassified Murine osteosarcoma virus subspecies/strain	unclassified Murine osteosarcoma virus strain	B9	6931151
AF261761.1	3736	746	19057	1240.6274	735.94	Torque teno virus 7 isolate PMV, complete genome	687346	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 7	unclassified Torque teno virus 7 subspecies/strain	unclassified Torque teno virus 7 strain	B9	6931151
AF513852.1	4393	150	1	0.035352346	0.0328423	Adeno-associated virus 8 nonstructural protein and capsid protein genes, complete cds	202813	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	Adeno-associated virus - 8	Adeno-associated virus - 8	B9	6931151
AJ249939.1	7490	1173	12	0.24223433	0.23115	Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA	248942	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/Bristol/1998/UK	Sapovirus Hu/Bristol/1998/UK	B9	6931151
AX025718.1	3313	1824	4407	226.70598	191.918	Sequence 75 from Patent WO0028039	687357	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 18	unclassified Torque teno virus 18 subspecies/strain	unclassified Torque teno virus 18 strain	B9	6931151
AX174942.1	3847	3542	2002260	79164.63	75091.9	Sequence 1 from Patent WO0142299	687361	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 22	unclassified Torque teno virus 22 subspecies/strain	unclassified Torque teno virus 22 strain	B9	6931151
AY037928.1	9472	6977	622	9.344883	9.47422	Human endogenous retrovirus K113 complete genome	166122	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	unclassified Retroviridae genus	Human endogenous retrovirus K	Human endogenous retrovirus K113	Human endogenous retrovirus K113	B9	6931151
AY115488.1	7255	2104	274	5.7466574	5.44889	Swine hepatitis E virus strain Arkell, complete genome	63421	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Paslahepevirus	Paslahepevirus balayani	Swine hepatitis E virus	Swine hepatitis E virus	B9	6931151
AY646853.2	7429	150	1	0.020607226	0.0194207	Sapovirus NongKhai-50/Thailand, complete genome	300714	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-50/Thailand	Sapovirus NongKhai-50/Thailand	B9	6931151
AY646856.2	7500	1403	11	0.21972789	0.211605	Sapovirus NongKhai-24/Thailand, complete genome	300717	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-24/Thailand	Sapovirus NongKhai-24/Thailand	B9	6931151
AY694184.2	7429	285	2	0.03915373	0.0388413	Sapovirus Hu/Dresden/pJG-Sap01/DE, complete genome	291175	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/Dresden/pJG-Sap01/DE	Sapovirus Hu/Dresden/pJG-Sap01/DE	B9	6931151
EU424062.1	15462	167	1	0.0136494255	0.00933102	Human parainfluenza virus 3 strain 14702, complete genome	11216	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 3	unclassified Human respirovirus 3 subspecies/strain	unclassified Human respirovirus 3 strain	B9	6931151
FJ025904.1	37860	101	0	0.0150358	0	Simian adenovirus 31.2, complete genome	585088	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 31.2	Simian adenovirus 31.2	B9	6931151
FJ445168.1	7221	2893	297	6.231085	5.93408	Human rhinovirus 91 strain ATCC VR-1292, complete genome	167325	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	rhinovirus B91	rhinovirus B91	B9	6931151
FJ544577.2	8183	898	6	0.116519354	0.105787	Mus musculus mobilized endogenous polytropic provirus clone 15 truncated gag-pol polyprotein (gag) and envelope protein (env) genes, complete cds	590745	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Mus musculus mobilized endogenous polytropic provirus	unclassified Mus musculus mobilized endogenous polytropic provirus subspecies/strain	unclassified Mus musculus mobilized endogenous polytropic provirus strain	B9	6931151
FJ654700.1	10862	10859	11655	164.49263	154.809	Yellow fever virus 17D/Tiantan, complete genome	617102	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Yellow fever virus	Yellow fever virus 17D/Tiantan	Yellow fever virus 17D/Tiantan	B9	6931151
FN824512.2	45480	143	2	0.05541584	0.0063446	Pigeon adenovirus 1 complete genome, strain IDA4	764030	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	Pigeon adenovirus 1	Pigeon adenovirus 1	B9	6931151
J02400.1	5243	257	2	0.051639505	0.0550357	Simian virus 40 complete genome	1891767	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus macacae	unclassified Betapolyomavirus macacae subspecies/strain	unclassified Betapolyomavirus macacae strain	B9	6931151
KC617868.1	3780	150	1	0.041322313	0.0381683	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain	B9	6931151
KF703446.1	127320	128	0	0.0032554849	0	Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome	111469	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Macacine gammaherpesvirus 8	Retroperitoneal fibromatosis-associated herpesvirus	Retroperitoneal fibromatosis-associated herpesvirus	B9	6931151
